0.2,10,29,2515,28.558,258,246.451,10.2474
0.2,20,29,2521,25.322,418,400.976,11.3119
0.2,30,29,2520,24.372,539,519.368,10.3603
0.2,40,29,2515,23.676,919,887.967,13.5224
0.2,50,29,2515,23.386,1184,1124.96,21.133
0.5,10,29,1844,547.874,10397,10371.2,24.2703
0.5,20,29,1031,27.754,853,792.33,57.2241
0.5,30,29,1020,24.864,687,656.463,25.2998
0.5,40,29,1020,24.096,1336,1063.09,262.106
0.5,50,29,1020,23.476,1397,1347.97,34.4472
1,10,29,1756,787.588,21923,21896.8,24.9942
2,10,17,1569,745.368,11913,11890.8,21.1246
2,20,17,816,345.904,23905,23870.8,32.47
2,30,17,-1,-91.198,7620,7271.92,43.4848
2,40,17,-1,-37.254,14433,14087.1,38.84
2,50,17,-1,-112.72,1332,1013.58,14.3217
5,10,17,1494,744.318,5179,5160.48,18.0266
5,20,17,734,343.178,8814,8776.16,36.885
5,30,17,-1,1.912,7110,6761.4,42.7622
5,40,17,-1,-31.022,9327,8712.98,306.472
5,50,17,-1,-36.366,10839,10509.3,25.9534
10,10,17,1466,741.038,3067,2816.71,249.438
10,20,17,719,348.376,5372,5296.78,71.1741
10,30,17,-1,-19.722,9267,8957.5,6.16617
10,40,17,-1,-9.552,4954,4632.54,17.9897
10,50,17,-1,-17.022,7070,6755.75,11.1651
