0.2,10,1,3207,463.246,139,137.955,0.205017
0.2,10,2,2550,43.472,48,46.7506,0.088929
0.2,10,3,2515,38.16,86,84.8307,0.135886
0.2,50,1,2513,24.296,953,949.033,0.1361
0.2,50,2,2513,23.87,623,619.73,0.076204
0.2,50,2,2513,23.87,289,287.028,0.050199
0.2,50,3,2513,23.8,321,319.297,0.052252
1,10,1,2293,1135.41,220,218.589,0.210251
1,10,2,2320,1143.8,218,217.339,0.209824
1,10,3,2303,1135.07,215,213.917,0.205967
1,50,1,945,414.398,536,528.057,0.917386
1,50,2,924,409.414,560,551.671,1.03259
1,50,3,949,426.014,565,556.085,1.01501
2,10,1,2064,1022.21,108,107.603,0.141769
2,10,2,2074,1021.07,107,107.053,0.133364
2,10,3,2103,1025.68,108,108.115,0.136088
10,10,1,1877,922.882,20,20.1569,0.075119
10,10,2,1875,945.178,22,21.8429,0.072689
10,10,3,1892,924.098,20,19.8376,0.081761
2,50,1,694,311.554,256,251.127,0.588976
2,50,2,686,306.166,260,255.533,0.570487
2,50,3,703,310.282,390,384.11,0.798294
10,50,1,505,224.25,55,54.3294,0.219461
10,50,2,519,228.16,60,59.7448,0.208739
10,50,3,491,220.354,51,50.8324,0.207924
